GY,TILL,FUNG,INOC,SOM,Clay,Silt,Sand,Pp_pre,Pp_1,Pp_2,Pp_3,Pp_4,SDI_pre,SDI_1,SDI_2,SDI_3,SDI_4,AWDR_pre,AWDR_1,AWDR_2,AWDR_3,AWDR_4,Tm_pre,Tm_1,Tm_2,Tm_3,Tm_4,Rad_1,Rad_2,Rad_3,Rad_4,vpd_pre,vpd_1,vpd_2,vpd_3,vpd_4,Q_1,Q_2,Q_3,Q_4
3906,N,NF,N,4.520074631460011,30.4,65.4,4.2,35.44,101.77,94.3,119.95,151.47,0.46832201303010584,0.7975467837394392,0.6211192712329913,0.4727922118146651,0.4552136170389193,16.59733214178695,81.16633618116272,58.57154727727107,56.71142580716908,68.95120657288511,11.486666666666666,15.396612903225806,21.303166666666666,23.134,20.861166666666666,572.3030128281,630.4559269604999,634.7564983025,531.1719619132999,0.42237766666666665,0.9894716129032258,1.682896,1.9078726666666666,1.7031953333333334,0.7961181865907305,0.555076387073062,0.49332975131997286,0.4797762436652214
6368,N,X2,N,4.320074631460011,18,72.8,9.2,27.07,85.95,183.22,171.15,171.27,0.4769240534148195,0.6541414280284732,0.8011083218004694,0.6141325563266427,0.5989546514684723,12.910334125939166,56.223455739047274,146.779066720282,105.1087870153049,102.58296315700525,9.577666666666667,11.934516129032257,19.447666666666667,21.845333333333333,22.6445,579.3677482424,546.4870369655,625.9321244462,541.9730171148,0.4520686666666667,0.7823096774193548,1.4859976666666666,1.8597356666666667,1.9626246666666667,1.218029872788892,0.5504533450569079,0.5352786858230673,0.44120355112526055
4774,N,X2,N,4.320074631460011,18,72.8,9.2,27.07,85.95,183.22,171.15,171.27,0.4769240534148195,0.6541414280284732,0.8011083218004694,0.6141325563266427,0.5989546514684723,12.910334125939166,56.223455739047274,146.779066720282,105.1087870153049,102.58296315700525,9.577666666666667,11.934516129032257,19.447666666666667,21.845333333333333,22.6445,579.3677482424,546.4870369655,625.9321244462,541.9730171148,0.4520686666666667,0.7823096774193548,1.4859976666666666,1.8597356666666667,1.9626246666666667,1.218029872788892,0.5504533450569079,0.5352786858230673,0.44120355112526055
3017,Y,NF,N,2.463952094006041,15,81,4,54.5,63.54,204.97,25.68,85.95,0.563579779224007,0.5881945619258743,0.6151142235114441,0.37221582435222283,0.5013574270418715,30.715097967708385,37.37388246477005,126.07996239314069,9.558502369365081,43.091670854248854,9.245666666666667,18.30661290322581,18.22083333333333,22.96366666666667,25.41283333333333,601.9657942404999,584.9590573442,673.8734767479999,552.6105615623,0.818939,1.4239387096774194,1.5343633333333333,1.9196556666666669,2.321251333333333,0.6206890725268859,0.6584035818583498,0.5311273920514583,0.38347823416596
4694,N,X1,N,3.559910346753891,21,33.2,45.8,89.71,38.8,114.64,132.16,110.76,0.5141876979979781,0.596835621926138,0.723910387629343,0.5967544119957561,0.6072519985319417,46.127778387398614,23.157222130734155,82.98908683782788,78.86706308935912,67.25923135739787,9.205166666666667,10.646774193548387,19.332833333333333,20.842166666666667,20.05,660.1521586063,591.9287367034,600.7527943457,560.0614593476,0.7532430000000001,0.7471374193548387,1.4647643333333333,1.678665,1.5847226666666665,1.6249283315938299,0.5920583323517684,0.5443054752841523,0.5333202182834371
3205,Y,X1,N,2.491428444472451,20.8,33,46.2,98.17999999999999,147.60999999999999,123.03,110.92999999999999,177.43,0.5330003402724167,0.5835022882894171,0.5336728353607163,0.578583446536414,0.7194051177079027,52.32997340794587,86.13077277440085,65.65776893442893,64.1822617242844,127.64405003491318,15.783666666666667,18.927258064516128,22.177666666666667,26.304833333333335,27.3735,555.7421679588999,609.5704573857,585.6396540484,494.8773847633,1.2016176666666665,1.5583567741935482,1.9571376666666667,2.456904,2.7391106666666665,0.5668018493685748,0.5138925064895351,0.38766575961165933,0.3152937470176971
5623,N,X1,Y,7.228083500949051,18.9,38,43.1,129.38,100.48,137.7,155.78,45.14,0.5808369053953379,0.6154594954516044,0.6878577727215798,0.5231003173212645,0.4502190270723541,75.14867882004881,61.84137010297721,94.71801530376153,81.48856743230658,20.322886882046063,11.436666666666667,16.925806451612903,21.96783333333333,22.066333333333333,18.6455,669.4582180054999,592.2914909671999,600.0913198873,547.5985614264999,0.8780743333333334,1.272711935483871,1.8055593333333333,1.835878,1.4522313333333334,0.7903057233870662,0.49545480892619115,0.5012527908325627,0.5814700031691047
4611,N,X1,N,5.550710647987821,33,60,7,49.910000000000004,119.51,92.5,188.95,35.07,0.5953900903845357,0.6881549047699184,0.6251459950213709,0.5157831155364897,0.4907033164364975,29.71591941109218,82.24139266905294,57.82600453947681,97.45721968061973,17.208965307427967,10.599833333333333,15.466612903225807,18.176166666666667,23.5565,22.662,580.0001686484,667.6570434964,595.932745119,598.9238138257,0.8013363333333333,1.1972367741935483,1.4105619999999999,2.0406310000000003,1.9044226666666666,0.8042799337212513,0.7373719236322452,0.45689283537480146,0.48310495237072215
3736,Y,NF,N,4.865529176460011,20.45,56.25,23.3,28.59,74.03999999999999,113.08999999999999,72.54,161.39,0.47310710650498583,0.6236520707003224,0.6626344914611141,0.5417428031865497,0.5814034969571422,13.526132174977544,46.17519931465186,74.93733463933738,39.29802294315232,93.83271037391317,5.958,21.34693548387097,23.542666666666666,23.254166666666666,23.5955,597.5779623077,565.05603073299994,629.0482764269,517.3873906832,0.6264823333333334,1.6883893548387099,2.0276566666666667,1.9937126666666665,2.0795966666666668,0.5014215500517756,0.43587134077206313,0.49221088820329983,0.39728705964520616
5133,N,X2,N,6.720074631460011,35.2,41.3,23.5,37.36,138.14000000000001,85.53,127.15,81.69,0.6166763516781909,0.6116530514692533,0.5478412025693389,0.513341900290208,0.5162324634831238,23.039028498697213,84.49375252996266,46.85685805575555,65.27142262189994,42.17102994193638,7.6455,13.231935483870968,19.018666666666668,21.261166666666668,20.163666666666668,595.5023348452,651.4633644988,614.1345879583,542.7765658733999,0.41868099999999997,0.8562741935483871,1.537844,1.780016,1.696186,1.0664017467309184,0.6825103937551072,0.5445635792699682,0.5221488359218429
4213,N,X1,N,0.788771897243957,18,79,3,113.18,71.57000000000001,130.35,36.82,17.78,0.6314411819866808,0.4322200367793952,0.5460056014995234,0.20153448779492472,0.3130383833618503,71.46651297725253,30.93398803230132,71.17183015546287,7.4204998406091285,5.565822456173699,15.773833333333334,21.36935483870968,24.248166666666666,25.494833333333332,27.7445,666.1403353155999,610.3753928279,630.0819335809,548.9925679093,1.2479006666666668,1.6860277419354839,2.0408713333333335,2.2316206666666667,2.408595666666667,0.5549585054430293,0.4452567104550235,0.4306690379233997,0.332255062040546
4297,Y,X1,N,2.463952094006041,15,81,4,96.03,138.59,95.02,94.36,133.44,0.5544519082120373,0.7330642494581147,0.6215166166811027,0.30025242884246284,0.4873568368441136,53.24401674560194,101.59537433240011,59.05650891703838,28.331819185574794,65.03289630847851,10.209666666666667,15.007903225806452,17.254,23.758333333333333,22.942166666666665,527.0855449103999,617.4191207803,660.9746012253,598.2298450228,0.781391,1.1742112903225808,1.3852273333333334,2.048315,1.9471713333333331,0.7732786206619726,0.7512384596242395,0.4986864548417952,0.47534170713230217
6000,N,X1,Y,3.349257953700011,25,69.5,5.5,120.27000000000001,141.35,62.92,20.41,46.57,0.5974030711753513,0.5455679609789539,0.28596951638307233,0.28928691973818904,0.3664853158026147,71.84966737025951,77.11603128437513,17.993201970822913,5.904346031856439,17.067221156927765,13.296666666666667,16.75951612903226,23.897166666666667,24.7685,23.494166666666665,692.309237778,684.4874253761,610.6937572157,555.4678651644999,0.9660246666666666,1.2563945161290322,1.9770006666666666,2.0636046666666665,1.7972566666666667,0.8351548498874728,0.5077462624449263,0.43068493258833884,0.41832027783352566
4660,N,X1,N,3.920074631460011,30.1,37.4,32.5,89.53,109.86,50.3,151,117.74,0.5953656016996325,0.6551303854732655,0.5499991628838872,0.5481202896796683,0.6554867842012257,53.303082320168095,71.97262414809295,27.664957893059523,82.76616374162991,77.17701397185232,12.126999999999999,15.064193548387097,22.2315,23.936166666666665,24.137166666666666,584.6363791197999,627.9784041764999,596.5219251633999,491.62736830499995,0.834881,1.174008064516129,1.820602,1.99555,2.196103,0.8415493423538468,0.5166170353189155,0.44271917605768285,0.36779215446724756
3745,Y,NF,N,4.820074631460011,30.4,65.4,4.2,35.44,101.77,94.3,119.95,151.47,0.46832201303010584,0.7975467837394392,0.6211192712329913,0.4727922118146651,0.4552136170389193,16.59733214178695,81.16633618116272,58.57154727727107,56.71142580716908,68.95120657288511,11.486666666666666,15.396612903225806,21.303166666666666,23.134,20.861166666666666,572.3030128281,630.4559269604999,634.7564983025,531.1719619132999,0.42237766666666665,0.9894716129032258,1.682896,1.9078726666666666,1.7031953333333334,0.7961181865907305,0.555076387073062,0.49332975131997286,0.4797762436652214
5512,Y,X1,Y,3.510074631460011,19,63.6,17.4,69.88,130.78,197.34,110.93,147.87,0.6360704216371106,0.724750636204589,0.6158114879482377,0.5769367435615615,0.540441591128452,44.44860106400129,94.78288820283615,121.52423903170524,63.99959296328403,79.9150980801642,2.263,14.716935483870968,20.8,22.404666666666667,21.48,612.6522925172,552.8015862425,626.5485255082999,552.4093282969,0.49520433333333336,1.092645806451613,1.7631106666666667,1.8934090000000001,1.8017713333333334,0.8692863701617366,0.5094021200434351,0.5144237860038484,0.48285506952715873
5098,N,X1,N,7.228083500949051,16.5,39,44.5,134.72,92.54,194.56,87.48,39.85,0.5447489608687799,0.6753418787697197,0.6760486944669953,0.42936474475275477,0.3896590216454034,73.38858000824203,62.49613746134987,131.5320339954986,37.56082787097099,15.527912012569326,12.133833333333333,18.716451612903224,21.4425,21.228,18.259,651.1130307837,587.7224812496,621.2991718503,536.755751694,0.928111,1.4737012903225808,1.7562436666666668,1.713284,1.3967566666666666,0.660602225020924,0.5100379883055723,0.5449207619431148,0.5841905078804794
3780,N,X2,N,3.420074631460011,25.1,32.9,42,70.33,216.89,118.94,17.49,66.07,0.5764723638663719,0.5520239103609534,0.6095263131736852,0.30499153382964683,0.5029875917955235,40.54330135072193,119.72846591818718,72.49705968887812,5.3343019266805225,33.232390189930236,9.2175,15.436612903225807,19.026833333333332,24.879166666666666,20.532,606.6048727781999,611.0941837723,639.0025866953999,580.2527077325,0.6789043333333333,1.1513216129032258,1.5369169999999999,2.1619346666666663,1.6564743333333334,0.8150020447817857,0.6332906210676291,0.4522276446824836,0.5339782635487966
659,Y,X1,N,0.711931973385314,15,75,10,104.72,164.3,212.16,119.39,152.15,0.5546504297247439,0.5130912407115105,0.6393417352156099,0.5946123414194844,0.6007597276434073,58.082993000775176,84.30089084890118,135.6427425433438,70.99076744207224,91.40559256094443,16.1055,20.51225806451613,23.798166666666667,22.8785,23.718666666666667,614.056034209,571.7551928818,588.0128913165,478.29913802159996,1.267591,1.727562258064516,2.175196,1.9996843333333334,2.118107,0.5555245559606172,0.4381571548588122,0.47247159322124194,0.3654707293801814
3621,N,NF,N,2.520074631460011,11.4,25.3,63.3,159.38,52.3,166.35999999999999,187.49,81.85,0.5488022854936596,0.25859210617507367,0.5012385708732436,0.7238012846607403,0.7171929403554611,87.46810826197947,13.524367152956351,83.3860486504728,135.70550286104222,58.702242168094486,12.276166666666667,18.702903225806452,24.271,27.635,28.1725,612.9257065288999,545.2277722936,550.0774531499,489.2459667961,0.9779723333333333,1.4641338709677418,2.2749216666666667,2.761565,3.00356,0.6270447156295517,0.407753210572215,0.34548125822378484,0.30310032262660797
4094,Y,NF,N,5.420074631460011,26.9,49.3,23.8,89.42999999999999,181.89,158.16,34.38,9.43,0.706143912340259,0.6250833790503367,0.7138123678727322,0.2016586980882274,0.34614390216010554,63.15045008058935,113.69641581546574,112.89656410275131,6.933026040273258,3.2641369973697953,9.325166666666666,18.143064516129034,22.4555,24.033166666666666,19.2025,604.3837646226,562.6370300735,592.3747718723,525.7029753452,0.7760476666666667,1.4604609677419356,1.9891473333333334,2.135387333333333,1.4638996666666666,0.6555356933128584,0.46599756113086405,0.44223858122171283,0.523494722790998
4884,N,X1,N,5.550710647987821,33,60,7,126.6,115.27,83.54,104.88000000000001,102.66,0.6694712895823121,0.5662740590504349,0.5898922071302053,0.552596980260865,0.37979952615164014,84.7550652611207,65.27441078674363,49.279594983657354,57.95637128975953,38.99021935472737,12.604333333333333,20.383548387096774,22.873666666666665,24.924,21.808,658.8048567429,588.0336561883,603.8692542558999,575.5756183432,1.0288026666666668,1.625976129032258,2.0611610000000002,2.228085666666667,1.703139,0.5925945305825097,0.47440118864926845,0.4280910222267186,0.48150036577776056
4167,N,NF,N,0.788771897243957,18,79,3,155.64000000000001,80.44,178.25,77.99000000000001,94.83999999999999,0.7889740805113684,0.5134852599112125,0.5181961696479478,0.5572184602922318,0.45806481252773906,122.79592589078939,41.30475430725794,92.36846723974669,43.45746771819116,43.44286682013077,16.3295,22.420322580645163,25.071666666666665,26.391166666666667,22.458166666666667,687.5244734912,590.7256924643999,553.9944456045,503.35303844149996,1.2929843333333333,1.814286129032258,2.2641533333333332,2.4533679999999998,1.9232433333333334,0.5382973318731001,0.4171805931935613,0.3655009711797946,0.41249724162133095
4350,N,NF,Y,1.011800944020011,24.8,53.4,21.8,59.27,55.35,118.63,95.74,29.299999999999997,0.671982008602554,0.5961121161651157,0.6350919459800879,0.5266733919362321,0.2981405008598829,39.82837364987338,32.994805629739155,75.34095755161782,50.423710543974856,8.73551667519457,9.785333333333334,16.509032258064515,18.5195,22.573333333333334,19.214,685.4849523439,616.8583574218,647.7145080278999,605.0545285366,0.484896,0.843686129032258,1.2518116666666668,1.717344,1.3501113333333332,0.7977457622871895,0.6514383464774565,0.5118641016534594,0.5919449486968904
3725,N,NF,N,5.550710647987821,33,60,7,39.22,54.440000000000005,92.81,76.23,66.25,0.5113693529802986,0.6078372744655325,0.6675343648062861,0.49063289242559766,0.4840121733131429,20.05590602388731,33.090661221903595,61.95386439767142,37.40094538960331,32.065806481995715,9.1795,18.906774193548387,18.33566666666667,21.892833333333332,24.482,641.8627096472,614.4764537955,661.5505617741,571.5856125782,0.8062253333333333,1.3351577419354839,1.415497,1.7246496666666666,2.140917,0.6321919804159006,0.6765059098171287,0.5553659103741172,0.4144390641259085
4142,N,NF,N,0.895672132261096,19.7,54.7,25.6,0.42000000000000004,190.16,102.64,74.33,148.41,0.19842872906541187,0.49059386029865576,0.5345347969496644,0.5517395401116312,0.7392878789278858,0.08334006620747299,93.29132847439237,54.86465155891356,41.01080001649755,109.71771411168753,11.8195,19.469193548387096,18.66283333333333,23.899833333333333,26.8655,452.2072978553,592.811526868,597.0776945803,523.5437932481,0.9135883333333333,1.6336383870967743,1.543464,2.1032013333333333,2.6302743333333334,0.4427685483324251,0.6284713094887601,0.4502598491387646,0.34119292212233154
4347,N,X1,Y,7.228083500949051,18.9,38,43.1,129.38,100.48,137.7,155.78,45.14,0.5808369053953379,0.6154594954516044,0.6878577727215798,0.5231003173212645,0.4502190270723541,75.14867882004881,61.84137010297721,94.71801530376153,81.48856743230658,20.322886882046063,11.436666666666667,16.925806451612903,21.96783333333333,22.066333333333333,18.6455,669.4582180054999,592.2914909671999,600.0913198873,547.5985614264999,0.8780743333333334,1.272711935483871,1.8055593333333333,1.835878,1.4522313333333334,0.7903057233870662,0.49545480892619115,0.5012527908325627,0.5814700031691047
5369,Y,X1,Y,2.917887138880011,15.4,69,15.6,57.2,120.93,152.19,52.7,21.54,0.4324677010005591,0.5636963359265372,0.6897002658280437,0.500350160275258,0.4331318461538117,24.737152497231982,68.16779790359615,104.96548345636997,26.3684534465061,9.329659966153104,9.856333333333334,14.990322580645161,18.81,21.6285,20.0965,602.1539506107,615.0632500509,633.4721572679,606.7862394412,0.6296686666666667,1.0702429032258065,1.4990533333333333,1.7998153333333335,1.5693993333333334,0.8341979352184268,0.6480546699289651,0.5446141536746195,0.5716651290251925
4136,N,X1,N,3.420074631460011,33,56,11,100.33,101.28,76.11,61.56,40.06,0.7123431340182879,0.66473679617000625,0.4368456749537597,0.502418377590919,0.48657910575873997,71.46938663605482,67.32454271609824,33.24832432073065,30.928875324496975,19.492358976695126,10.521166666666666,15.94516129032258,21.106833333333334,20.778166666666667,21.5415,647.8089882299,616.8136639636,642.4407863319,542.865910277,0.9200486666666667,1.2247516129032259,1.7676313333333333,1.6745783333333333,1.8071736666666667,0.8453058496478818,0.5525849967749568,0.5843655875672179,0.4719591416788861
5242,N,X2,N,5.120339880076541,14.3,39.5,46.2,19.77,26.88,100.32000000000001,124.61,100.78,0.23881648365194,0.3682751289773658,0.6373829573156066,0.5538338956662611,0.6204186558801438,4.721401881798854,9.899235466911593,63.94225827790166,69.0132417389728,62.52579213960089,6.4511666666666665,12.774354838709677,17.095833333333335,18.333,18.535333333333334,713.0901650809,593.9719100735,630.8294927083,525.6447760292999,0.6093866666666666,0.8305854838709678,1.2760799999999999,1.3332706666666667,1.4850456666666667,1.2358474624672229,0.7170053452783623,0.6881986772784167,0.5680749348369479
4607,N,X1,N,3.350074631460011,13,67,20,60.38,72.36,74.49,160.3,159.82,0.5618252871341394,0.437548532356052,0.6042706977166961,0.6230525650248071,0.5587182633457063,33.92301083715934,31.661011801283923,45.01212427291669,99.87532617347658,89.29435284791077,8.3341666666666665,17.054193548387097,20.538333333333334,20.812333333333335,22.844833333333334,706.5276734367,624.8654272197,610.9176629238999,519.7761013893,0.787134,1.2213087096774193,1.5793936666666666,1.6220176666666666,1.9907249999999999,0.8054723752398666,0.5712351572866338,0.5502847620357438,0.41762949748256184
4926,N,X1,N,3.274931798068191,28.4,57.5,14.1,53.43,146.87,212.52,100.16,101.22999999999999,0.3314587085714309,0.5728212198311334,0.6821112340353883,0.6318190201613163,0.5051518836166518,17.709838798971553,84.13025255659856,144.96227945720074,63.28299305935744,51.13652517851365,8.318166666666666,14.159354838709678,20.157,20.101,20.204,547.8000396516,564.1529667456999,616.1326313018,588.3589166555,0.6910903333333334,1.0964316129032259,1.695972,1.693565,1.7029786666666666,0.853342387752771,0.542753587660949,0.5956670944122656,0.5630062120700827
4254,Y,X1,N,4.026662597743171,29,68,3,99.01,51.77,38.87,39.4,84.87,0.528775783389598,0.42957723630231553,0.4052652948005045,0.20970938889264149,0.6023502492999094,52.3540903134041,22.239213523370875,15.752662008895609,8.262549922370074,51.121465658083316,13.346333333333334,14.72983870967742,22.6605,25.503,23.666833333333333,649.2122449279,644.7494770998,657.5195259392999,548.9406163327,0.939021,1.121718064516129,1.8433763333333333,1.9062596666666667,1.7805116666666667,0.9428509831329289,0.5181386627136854,0.4495496217036385,0.41705926242779207
4075,Y,X1,N,5.750074631460011,34,55,11,136.62,123.46,157.54,27.72,14.399999999999999,0.6003529250215268,0.6136704778927566,0.5473011619056021,0.4556298887182493,0.18569688426759728,82.02021661644099,75.76375720063973,86.22182504660854,12.63006051526987,2.6740351334534007,12.652,19.778225806451612,22.683,22.083166666666667,23.0525,629.3371111130999,591.1640608056999,624.5730863000999,566.1587668791,0.9946736666666667,1.6117790322580645,1.9958293333333335,1.9110973333333334,1.8718489999999999,0.5960655883081842,0.48180554794323877,0.5260107048213004,0.44015123995179783
5735,Y,X1,Y,1.907022543180011,23.2,62.3,14.5,94.44,73.59,125.49,74.4,30.91,0.6149233146689458,0.6103931193974462,0.6319203545078751,0.446815448861327,0.31259013394670737,58.07335783733524,44.91882965645807,79.29968528719324,33.24306939528273,9.662161040292725,9.9095,14.016774193548388,19.415333333333333,23.779666666666667,24.352833333333333,663.0997621073,639.2452971897,636.5647206187999,580.5551653274,0.6680996666666666,1.0202954838709677,1.494952,1.9262196666666667,1.9641283333333333,1.0729629503176228,0.6354189314681848,0.4728991593322932,0.4165377103271791
3703,N,X2,N,4.320074631460011,26.6,29.8,43.6,66.02,215.22,86.52,22.78,79.39,0.6116356892325626,0.59916153369938,0.5821594642482132,0.1692542072233898,0.6073844351616916,40.380188203133784,128.95154528278056,50.3684368467554,3.85561084054882,48.220250307486694,9.714833333333333,15.289193548387097,19.741833333333332,25.735833333333332,20.49416666666667,579.2892224728,640.8688301615,634.7172665804,561.3105518958,0.6532866666666667,1.1848677419354838,1.579719,2.2572473333333334,1.603953,0.8119592575187558,0.6250123603317378,0.42857429788002815,0.5149110944649254
5248,N,X2,Y,4.620074631460011,19.1,61,19.9,202.03,69.88,228.88000000000002,179.9,49.02,0.7136836930036206,0.519220827044505,0.3495867737648572,0.6780288670610508,0.5651727599564332,144.18551649752146,36.28315139387001,80.01342077930052,121.97739318428305,27.70476869306436,11.3355,18.53258064516129,23.047833333333333,23.445333333333334,19.800166666666666,655.7874938392999,638.9970362977999,515.4118549277999,531.1727000128,0.9462476666666666,1.4516345161290323,1.9594553333333333,2.0659816666666666,1.539156,0.6769867447734114,0.5025601953096397,0.39979093984406366,0.5118543987833427
4124,N,X1,N,5.550710647987821,33,60,7,109.29,72.92999999999999,70.25,166.18,103.95,0.5531175182350785,0.69098632273238,0.6067595583256173,0.6208596642101817,0.6129031566137054,60.45021356791173,50.39363251687247,42.62485897237462,103.174458998448,63.71128312999468,12.757833333333334,14.939032258064517,22.4645,23.666166666666665,23.761666666666667,596.3421577157,618.6101291205,598.9569179742,535.3944489708999,0.9658323333333333,1.1830029032258065,1.881375,2.044702,2.1160183333333333,0.8835110152622515,0.5040910927401193,0.4556875216860476,0.4075750651172624
5189,N,X2,N,4.820074631460011,21.7,37,41.3,51.8,84.58,134.42,169,85.31,0.4738842348330534,0.6489504239212095,0.6671529480587244,0.5190541600676458,0.5828702551506284,24.547203364352164,54.8882268552559,89.67869927805373,87.72015305143215,49.72466146690011,10.126166666666666,12.258548387096774,20.348666666666666,22.415,23.246333333333332,585.994743139,583.2961762662,637.1038597306,537.9122648242,0.5891803333333333,0.8910451612903225,1.5493926666666666,1.871005,2.051924,1.1951881358014311,0.5451293789056256,0.5217856214219849,0.4229996542351169
